algo,noise,num_samples,strategy,count
RC,2,50,"(0, 0, 0, 0, 0, 0, 0, 0, 0)",100
RC,2,50,"(0, 0, 0, 0, 0, 0, 0, 0, 1)",100
RC,2,50,"(0, 0, 0, 0, 0, 0, 0, 1, 0)",100
RC,2,50,"(0, 0, 0, 0, 0, 0, 1, 0, 0)",100
RC,2,50,"(0, 0, 0, 0, 0, 0, 1, 0, 1)",100
RC,2,50,"(1, 0, 0, 0, 0, 0, 1, 0, 1)",100
RC,2,50,"(0, 0, 0, 0, 0, 0, 1, 1, 0)",100
RC,2,50,"(1, 0, 0, 0, 0, 0, 1, 1, 0)",100
RC,2,50,"(0, 0, 0, 0, 0, 1, 0, 0, 0)",100
RC,2,50,"(1, 0, 0, 0, 0, 1, 0, 0, 0)",100
RC,2,50,"(0, 0, 0, 0, 0, 1, 0, 1, 1)",100
RC,2,50,"(0, 0, 0, 0, 0, 1, 1, 0, 0)",100
RC,2,50,"(0, 0, 0, 0, 0, 1, 1, 0, 1)",100
RC,2,50,"(1, 0, 0, 0, 0, 1, 1, 0, 1)",100
RC,2,50,"(0, 0, 0, 0, 0, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 0, 0, 0, 1, 1, 1, 1)",100
RC,2,50,"(0, 0, 0, 0, 1, 0, 0, 0, 1)",100
RC,2,50,"(0, 0, 0, 0, 1, 0, 1, 0, 0)",100
RC,2,50,"(1, 0, 0, 0, 1, 0, 1, 0, 0)",100
RC,2,50,"(0, 0, 0, 0, 1, 0, 1, 0, 1)",100
RC,2,50,"(1, 0, 0, 0, 1, 0, 1, 0, 1)",100
RC,2,50,"(1, 0, 0, 0, 1, 0, 1, 1, 0)",100
RC,2,50,"(0, 0, 0, 0, 1, 0, 1, 1, 1)",100
RC,2,50,"(0, 0, 0, 0, 1, 1, 0, 0, 1)",100
RC,2,50,"(1, 0, 0, 0, 1, 1, 0, 1, 0)",100
RC,2,50,"(0, 0, 0, 0, 1, 1, 0, 1, 1)",100
RC,2,50,"(1, 0, 0, 0, 1, 1, 1, 0, 0)",100
RC,2,50,"(0, 0, 0, 1, 0, 0, 0, 0, 0)",100
RC,2,50,"(0, 0, 0, 1, 0, 0, 0, 1, 0)",100
RC,2,50,"(1, 0, 0, 1, 0, 0, 1, 1, 0)",100
RC,2,50,"(0, 0, 0, 1, 0, 0, 1, 1, 1)",100
RC,2,50,"(1, 0, 0, 1, 0, 0, 1, 1, 1)",100
RC,2,50,"(1, 0, 0, 1, 0, 1, 0, 0, 1)",100
RC,2,50,"(1, 0, 0, 1, 0, 1, 0, 1, 1)",100
RC,2,50,"(1, 0, 0, 1, 0, 1, 1, 0, 1)",100
RC,2,50,"(0, 0, 0, 1, 0, 1, 1, 1, 0)",100
RC,2,50,"(0, 0, 0, 1, 0, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 0, 1, 0, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 0, 1, 1, 0, 0, 0, 0)",100
RC,2,50,"(0, 0, 0, 1, 1, 0, 0, 0, 1)",100
RC,2,50,"(1, 0, 0, 1, 1, 0, 0, 0, 1)",100
RC,2,50,"(1, 0, 0, 1, 1, 0, 0, 1, 0)",100
RC,2,50,"(0, 0, 0, 1, 1, 0, 0, 1, 1)",100
RC,2,50,"(1, 0, 0, 1, 1, 0, 1, 0, 0)",100
RC,2,50,"(0, 0, 0, 1, 1, 0, 1, 0, 1)",100
RC,2,50,"(1, 0, 0, 1, 1, 0, 1, 0, 1)",100
RC,2,50,"(0, 0, 0, 1, 1, 0, 1, 1, 0)",100
RC,2,50,"(0, 0, 0, 1, 1, 0, 1, 1, 1)",100
RC,2,50,"(0, 0, 0, 1, 1, 1, 0, 1, 1)",100
RC,2,50,"(1, 0, 0, 1, 1, 1, 1, 0, 1)",100
RC,2,50,"(0, 0, 0, 1, 1, 1, 1, 1, 0)",100
RC,2,50,"(1, 0, 0, 1, 1, 1, 1, 1, 0)",100
RC,2,50,"(0, 0, 0, 1, 1, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 0, 1, 1, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 0, 0, 0, 0)",100
RC,2,50,"(1, 0, 1, 0, 0, 0, 0, 1, 0)",100
RC,2,50,"(0, 0, 1, 0, 0, 0, 0, 1, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 0, 0, 1, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 0, 1, 0, 0)",100
RC,2,50,"(0, 0, 1, 0, 0, 0, 1, 0, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 0, 1, 1, 0)",100
RC,2,50,"(0, 0, 1, 0, 0, 0, 1, 1, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 0, 1, 1, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 1, 0, 0, 0)",100
RC,2,50,"(0, 0, 1, 0, 0, 1, 0, 1, 0)",100
RC,2,50,"(0, 0, 1, 0, 0, 1, 0, 1, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 1, 0, 1, 1)",100
RC,2,50,"(0, 0, 1, 0, 0, 1, 1, 0, 0)",100
RC,2,50,"(1, 0, 1, 0, 0, 1, 1, 0, 0)",100
RC,2,50,"(0, 0, 1, 0, 0, 1, 1, 0, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 1, 1, 0, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 1, 1, 1, 0)",100
RC,2,50,"(0, 0, 1, 0, 0, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 1, 0, 0, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 1, 0, 1, 0, 0, 0, 0)",100
RC,2,50,"(0, 0, 1, 0, 1, 0, 1, 0, 0)",100
RC,2,50,"(0, 0, 1, 0, 1, 0, 1, 0, 1)",100
RC,2,50,"(1, 0, 1, 0, 1, 0, 1, 0, 1)",100
RC,2,50,"(0, 0, 1, 0, 1, 0, 1, 1, 0)",100
RC,2,50,"(1, 0, 1, 0, 1, 0, 1, 1, 0)",100
RC,2,50,"(0, 0, 1, 0, 1, 0, 1, 1, 1)",100
RC,2,50,"(0, 0, 1, 0, 1, 1, 0, 0, 1)",100
RC,2,50,"(1, 0, 1, 0, 1, 1, 0, 0, 1)",100
RC,2,50,"(0, 0, 1, 0, 1, 1, 0, 1, 0)",100
RC,2,50,"(1, 0, 1, 0, 1, 1, 0, 1, 0)",100
RC,2,50,"(0, 0, 1, 0, 1, 1, 0, 1, 1)",100
RC,2,50,"(0, 0, 1, 0, 1, 1, 1, 0, 1)",100
RC,2,50,"(1, 0, 1, 0, 1, 1, 1, 0, 1)",100
RC,2,50,"(1, 0, 1, 0, 1, 1, 1, 1, 0)",100
RC,2,50,"(0, 0, 1, 0, 1, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 1, 1, 0, 0, 0, 0, 0)",100
RC,2,50,"(0, 0, 1, 1, 0, 0, 0, 1, 0)",100
RC,2,50,"(0, 0, 1, 1, 0, 0, 0, 1, 1)",100
RC,2,50,"(0, 0, 1, 1, 0, 0, 1, 0, 0)",100
RC,2,50,"(1, 0, 1, 1, 0, 0, 1, 0, 1)",100
RC,2,50,"(0, 0, 1, 1, 0, 1, 0, 0, 0)",100
RC,2,50,"(1, 0, 1, 1, 0, 1, 0, 0, 0)",100
RC,2,50,"(0, 0, 1, 1, 0, 1, 0, 1, 1)",100
RC,2,50,"(1, 0, 1, 1, 0, 1, 1, 0, 0)",100
RC,2,50,"(0, 0, 1, 1, 0, 1, 1, 1, 0)",100
RC,2,50,"(1, 0, 1, 1, 0, 1, 1, 1, 0)",100
RC,2,50,"(1, 0, 1, 1, 0, 1, 1, 1, 1)",100
RC,2,50,"(0, 0, 1, 1, 1, 0, 0, 0, 0)",100
RC,2,50,"(1, 0, 1, 1, 1, 0, 0, 0, 0)",100
RC,2,50,"(1, 0, 1, 1, 1, 0, 0, 0, 1)",100
RC,2,50,"(0, 0, 1, 1, 1, 0, 1, 0, 1)",100
RC,2,50,"(1, 0, 1, 1, 1, 0, 1, 1, 0)",100
RC,2,50,"(1, 0, 1, 1, 1, 0, 1, 1, 1)",100
RC,2,50,"(0, 0, 1, 1, 1, 1, 0, 0, 0)",100
RC,2,50,"(1, 0, 1, 1, 1, 1, 0, 0, 0)",100
RC,2,50,"(0, 0, 1, 1, 1, 1, 0, 0, 1)",100
RC,2,50,"(1, 0, 1, 1, 1, 1, 0, 0, 1)",100
RC,2,50,"(0, 0, 1, 1, 1, 1, 0, 1, 0)",100
RC,2,50,"(1, 0, 1, 1, 1, 1, 0, 1, 1)",100
RC,2,50,"(1, 0, 1, 1, 1, 1, 1, 0, 0)",100
RC,2,50,"(0, 0, 1, 1, 1, 1, 1, 0, 1)",100
RC,2,50,"(1, 0, 1, 1, 1, 1, 1, 0, 1)",100
RC,2,50,"(0, 0, 1, 1, 1, 1, 1, 1, 0)",100
RC,2,50,"(0, 0, 1, 1, 1, 1, 1, 1, 1)",100
RC,2,50,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",100
RC,2,50,"(0, 1, 0, 0, 0, 0, 0, 0, 1)",100
RC,2,50,"(0, 1, 0, 0, 0, 0, 0, 1, 0)",100
RC,2,50,"(1, 1, 0, 0, 0, 0, 0, 1, 0)",100
RC,2,50,"(1, 1, 0, 0, 0, 0, 0, 1, 1)",100
RC,2,50,"(0, 1, 0, 0, 0, 0, 1, 0, 1)",100
RC,2,50,"(0, 1, 0, 0, 0, 0, 1, 1, 0)",100
RC,2,50,"(1, 1, 0, 0, 0, 0, 1, 1, 1)",100
RC,2,50,"(0, 1, 0, 0, 0, 1, 0, 0, 0)",100
RC,2,50,"(1, 1, 0, 0, 0, 1, 0, 0, 0)",100
RC,2,50,"(0, 1, 0, 0, 0, 1, 0, 1, 1)",100
RC,2,50,"(0, 1, 0, 0, 0, 1, 1, 0, 0)",100
RC,2,50,"(1, 1, 0, 0, 0, 1, 1, 1, 0)",100
RC,2,50,"(1, 1, 0, 0, 1, 0, 0, 0, 1)",100
RC,2,50,"(1, 1, 0, 0, 1, 0, 0, 1, 0)",100
RC,2,50,"(0, 1, 0, 0, 1, 0, 0, 1, 1)",100
RC,2,50,"(1, 1, 0, 0, 1, 0, 1, 0, 0)",100
RC,2,50,"(0, 1, 0, 0, 1, 0, 1, 0, 1)",100
RC,2,50,"(1, 1, 0, 0, 1, 0, 1, 0, 1)",100
RC,2,50,"(0, 1, 0, 0, 1, 0, 1, 1, 0)",100
RC,2,50,"(1, 1, 0, 0, 1, 0, 1, 1, 1)",100
RC,2,50,"(0, 1, 0, 0, 1, 1, 0, 0, 1)",100
RC,2,50,"(0, 1, 0, 0, 1, 1, 0, 1, 1)",100
RC,2,50,"(1, 1, 0, 0, 1, 1, 0, 1, 1)",100
RC,2,50,"(1, 1, 0, 0, 1, 1, 1, 0, 1)",100
RC,2,50,"(1, 1, 0, 1, 0, 0, 0, 0, 1)",100
RC,2,50,"(0, 1, 0, 1, 0, 0, 0, 1, 0)",100
RC,2,50,"(1, 1, 0, 1, 0, 0, 0, 1, 0)",100
RC,2,50,"(1, 1, 0, 1, 0, 0, 0, 1, 1)",100
RC,2,50,"(0, 1, 0, 1, 0, 0, 1, 0, 0)",100
RC,2,50,"(1, 1, 0, 1, 0, 0, 1, 0, 0)",100
RC,2,50,"(0, 1, 0, 1, 0, 0, 1, 0, 1)",100
RC,2,50,"(1, 1, 0, 1, 0, 0, 1, 0, 1)",100
RC,2,50,"(0, 1, 0, 1, 0, 0, 1, 1, 0)",100
RC,2,50,"(0, 1, 0, 1, 0, 0, 1, 1, 1)",100
RC,2,50,"(1, 1, 0, 1, 0, 0, 1, 1, 1)",100
RC,2,50,"(1, 1, 0, 1, 0, 1, 0, 0, 1)",100
RC,2,50,"(0, 1, 0, 1, 0, 1, 0, 1, 1)",100
RC,2,50,"(0, 1, 0, 1, 0, 1, 1, 0, 0)",100
RC,2,50,"(0, 1, 0, 1, 0, 1, 1, 1, 0)",100
RC,2,50,"(0, 1, 0, 1, 1, 0, 0, 0, 0)",100
RC,2,50,"(0, 1, 0, 1, 1, 0, 0, 0, 1)",100
RC,2,50,"(1, 1, 0, 1, 1, 0, 0, 1, 0)",100
RC,2,50,"(1, 1, 0, 1, 1, 0, 0, 1, 1)",100
RC,2,50,"(0, 1, 0, 1, 1, 0, 1, 0, 0)",100
RC,2,50,"(1, 1, 0, 1, 1, 0, 1, 0, 0)",100
RC,2,50,"(0, 1, 0, 1, 1, 0, 1, 0, 1)",100
RC,2,50,"(1, 1, 0, 1, 1, 0, 1, 0, 1)",100
RC,2,50,"(0, 1, 0, 1, 1, 0, 1, 1, 0)",100
RC,2,50,"(0, 1, 0, 1, 1, 0, 1, 1, 1)",100
RC,2,50,"(0, 1, 0, 1, 1, 1, 0, 0, 0)",100
RC,2,50,"(1, 1, 0, 1, 1, 1, 0, 0, 0)",100
RC,2,50,"(1, 1, 0, 1, 1, 1, 0, 1, 0)",100
RC,2,50,"(0, 1, 0, 1, 1, 1, 0, 1, 1)",100
RC,2,50,"(1, 1, 0, 1, 1, 1, 0, 1, 1)",100
RC,2,50,"(0, 1, 1, 0, 0, 0, 0, 0, 1)",100
RC,2,50,"(1, 1, 1, 0, 0, 0, 0, 1, 0)",100
RC,2,50,"(0, 1, 1, 0, 0, 0, 0, 1, 1)",100
RC,2,50,"(1, 1, 1, 0, 0, 0, 0, 1, 1)",100
RC,2,50,"(0, 1, 1, 0, 0, 0, 1, 0, 0)",100
RC,2,50,"(0, 1, 1, 0, 0, 0, 1, 0, 1)",100
RC,2,50,"(1, 1, 1, 0, 0, 0, 1, 0, 1)",100
RC,2,50,"(1, 1, 1, 0, 0, 0, 1, 1, 0)",100
RC,2,50,"(0, 1, 1, 0, 0, 0, 1, 1, 1)",100
RC,2,50,"(0, 1, 1, 0, 0, 1, 0, 0, 0)",100
RC,2,50,"(0, 1, 1, 0, 0, 1, 0, 0, 1)",100
RC,2,50,"(1, 1, 1, 0, 0, 1, 0, 1, 0)",100
RC,2,50,"(1, 1, 1, 0, 0, 1, 0, 1, 1)",100
RC,2,50,"(0, 1, 1, 0, 0, 1, 1, 0, 0)",100
RC,2,50,"(1, 1, 1, 0, 0, 1, 1, 0, 0)",100
RC,2,50,"(0, 1, 1, 0, 0, 1, 1, 0, 1)",100
RC,2,50,"(0, 1, 1, 0, 0, 1, 1, 1, 0)",100
RC,2,50,"(1, 1, 1, 0, 0, 1, 1, 1, 0)",100
RC,2,50,"(0, 1, 1, 0, 1, 0, 0, 0, 0)",100
RC,2,50,"(1, 1, 1, 0, 1, 0, 0, 0, 1)",100
RC,2,50,"(1, 1, 1, 0, 1, 0, 0, 1, 1)",100
RC,2,50,"(1, 1, 1, 0, 1, 0, 1, 0, 0)",100
RC,2,50,"(0, 1, 1, 0, 1, 0, 1, 0, 1)",100
RC,2,50,"(1, 1, 1, 0, 1, 0, 1, 1, 0)",100
RC,2,50,"(1, 1, 1, 0, 1, 0, 1, 1, 1)",100
RC,2,50,"(0, 1, 1, 0, 1, 1, 0, 0, 1)",100
RC,2,50,"(0, 1, 1, 0, 1, 1, 0, 1, 0)",100
RC,2,50,"(1, 1, 1, 0, 1, 1, 0, 1, 0)",100
RC,2,50,"(0, 1, 1, 0, 1, 1, 0, 1, 1)",100
RC,2,50,"(1, 1, 1, 0, 1, 1, 0, 1, 1)",100
RC,2,50,"(0, 1, 1, 0, 1, 1, 1, 0, 0)",100
RC,2,50,"(1, 1, 1, 0, 1, 1, 1, 0, 0)",100
RC,2,50,"(0, 1, 1, 0, 1, 1, 1, 0, 1)",100
RC,2,50,"(0, 1, 1, 0, 1, 1, 1, 1, 0)",100
RC,2,50,"(1, 1, 1, 0, 1, 1, 1, 1, 1)",100
RC,2,50,"(0, 1, 1, 1, 0, 0, 0, 0, 1)",100
RC,2,50,"(1, 1, 1, 1, 0, 0, 0, 0, 1)",100
RC,2,50,"(0, 1, 1, 1, 0, 0, 0, 1, 0)",100
RC,2,50,"(1, 1, 1, 1, 0, 0, 0, 1, 0)",100
RC,2,50,"(0, 1, 1, 1, 0, 0, 0, 1, 1)",100
RC,2,50,"(1, 1, 1, 1, 0, 0, 0, 1, 1)",100
RC,2,50,"(0, 1, 1, 1, 0, 0, 1, 0, 1)",100
RC,2,50,"(1, 1, 1, 1, 0, 0, 1, 0, 1)",100
RC,2,50,"(0, 1, 1, 1, 0, 0, 1, 1, 0)",100
RC,2,50,"(1, 1, 1, 1, 0, 0, 1, 1, 0)",100
RC,2,50,"(0, 1, 1, 1, 0, 1, 0, 0, 1)",100
RC,2,50,"(1, 1, 1, 1, 0, 1, 0, 0, 1)",100
RC,2,50,"(1, 1, 1, 1, 0, 1, 0, 1, 0)",100
RC,2,50,"(1, 1, 1, 1, 0, 1, 0, 1, 1)",100
RC,2,50,"(1, 1, 1, 1, 0, 1, 1, 0, 0)",100
RC,2,50,"(0, 1, 1, 1, 0, 1, 1, 1, 0)",100
RC,2,50,"(0, 1, 1, 1, 0, 1, 1, 1, 1)",100
RC,2,50,"(1, 1, 1, 1, 0, 1, 1, 1, 1)",100
RC,2,50,"(1, 1, 1, 1, 1, 0, 0, 0, 0)",100
RC,2,50,"(0, 1, 1, 1, 1, 0, 0, 0, 1)",100
RC,2,50,"(0, 1, 1, 1, 1, 0, 0, 1, 0)",100
RC,2,50,"(1, 1, 1, 1, 1, 0, 0, 1, 0)",100
RC,2,50,"(0, 1, 1, 1, 1, 0, 0, 1, 1)",100
RC,2,50,"(1, 1, 1, 1, 1, 0, 0, 1, 1)",100
RC,2,50,"(0, 1, 1, 1, 1, 0, 1, 0, 0)",100
RC,2,50,"(1, 1, 1, 1, 1, 0, 1, 1, 0)",100
RC,2,50,"(0, 1, 1, 1, 1, 0, 1, 1, 1)",100
RC,2,50,"(1, 1, 1, 1, 1, 1, 0, 0, 0)",100
RC,2,50,"(0, 1, 1, 1, 1, 1, 0, 0, 1)",100
RC,2,50,"(1, 1, 1, 1, 1, 1, 0, 0, 1)",100
RC,2,50,"(0, 1, 1, 1, 1, 1, 0, 1, 0)",100
RC,2,50,"(1, 1, 1, 1, 1, 1, 0, 1, 0)",100
RC,2,50,"(0, 1, 1, 1, 1, 1, 1, 0, 1)",100
RC,2,50,"(0, 1, 1, 1, 1, 1, 1, 1, 0)",100
RC,2,50,"(1, 1, 1, 1, 1, 1, 1, 1, 0)",100
RC,2,50,"(0, 1, 1, 1, 1, 1, 1, 1, 1)",100
RC,2,50,"(1, 1, 1, 1, 1, 1, 1, 1, 1)",100
RC,2,50,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",33
RC,2,50,"(1, 0, 0, 0, 0, 0, 0, 0, 1)",46
RC,2,50,"(1, 0, 0, 0, 0, 0, 0, 1, 0)",46
RC,2,50,"(0, 0, 0, 0, 0, 0, 0, 1, 1)",46
RC,2,50,"(1, 0, 0, 0, 0, 0, 0, 1, 1)",46
RC,2,50,"(1, 0, 0, 0, 0, 0, 1, 0, 0)",46
RC,2,50,"(0, 0, 0, 0, 0, 0, 1, 1, 1)",33
RC,2,50,"(1, 0, 0, 0, 0, 0, 1, 1, 1)",33
RC,2,50,"(0, 0, 0, 0, 0, 1, 0, 0, 1)",46
RC,2,50,"(1, 0, 0, 0, 0, 1, 0, 0, 1)",46
RC,2,50,"(0, 0, 0, 0, 0, 1, 0, 1, 0)",33
RC,2,50,"(1, 0, 0, 0, 0, 1, 0, 1, 0)",33
RC,2,50,"(1, 0, 0, 0, 0, 1, 0, 1, 1)",46
RC,2,50,"(1, 0, 0, 0, 0, 1, 1, 0, 0)",33
RC,2,50,"(0, 0, 0, 0, 0, 1, 1, 1, 0)",46
RC,2,50,"(1, 0, 0, 0, 0, 1, 1, 1, 0)",46
RC,2,50,"(0, 0, 0, 0, 1, 0, 0, 0, 0)",33
RC,2,50,"(1, 0, 0, 0, 1, 0, 0, 0, 0)",33
RC,2,50,"(1, 0, 0, 0, 1, 0, 0, 0, 1)",46
RC,2,50,"(0, 0, 0, 0, 1, 0, 0, 1, 0)",33
RC,2,50,"(1, 0, 0, 0, 1, 0, 0, 1, 0)",46
RC,2,50,"(0, 0, 0, 0, 1, 0, 0, 1, 1)",46
RC,2,50,"(1, 0, 0, 0, 1, 0, 0, 1, 1)",46
RC,2,50,"(0, 0, 0, 0, 1, 0, 1, 1, 0)",33
RC,2,50,"(1, 0, 0, 0, 1, 0, 1, 1, 1)",46
RC,2,50,"(0, 0, 0, 0, 1, 1, 0, 0, 0)",46
RC,2,50,"(1, 0, 0, 0, 1, 1, 0, 0, 0)",46
RC,2,50,"(1, 0, 0, 0, 1, 1, 0, 0, 1)",46
RC,2,50,"(0, 0, 0, 0, 1, 1, 0, 1, 0)",33
RC,2,50,"(1, 0, 0, 0, 1, 1, 0, 1, 1)",46
RC,2,50,"(0, 0, 0, 0, 1, 1, 1, 0, 0)",46
RC,2,50,"(0, 0, 0, 0, 1, 1, 1, 0, 1)",46
RC,2,50,"(1, 0, 0, 0, 1, 1, 1, 0, 1)",46
RC,2,50,"(0, 0, 0, 0, 1, 1, 1, 1, 0)",46
RC,2,50,"(1, 0, 0, 0, 1, 1, 1, 1, 0)",46
RC,2,50,"(0, 0, 0, 0, 1, 1, 1, 1, 1)",33
RC,2,50,"(1, 0, 0, 0, 1, 1, 1, 1, 1)",46
RC,2,50,"(1, 0, 0, 1, 0, 0, 0, 0, 0)",33
